q,month,day,date,carrier,origin,origin_city,orig_st_abr,orig_st_name,destination,dest_city,dest_st_abr,dest_st_name,cancelled,miles,fl_count
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ABQ,"Albuquerque, NM",NM,New Mexico,0,1670,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BHM,"Birmingham, AL",AL,Alabama,0,682,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BUF,"Buffalo, NY",NY,New York,0,281,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BUF,"Buffalo, NY",NY,New York,0,281,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BUF,"Buffalo, NY",NY,New York,0,281,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BUF,"Buffalo, NY",NY,New York,0,281,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BUF,"Buffalo, NY",NY,New York,0,281,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CHS,"Charleston, SC",SC,South Carolina,0,472,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CHS,"Charleston, SC",SC,South Carolina,0,472,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CHS,"Charleston, SC",SC,South Carolina,0,472,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLE,"Cleveland, OH",OH,Ohio,0,314,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLE,"Cleveland, OH",OH,Ohio,0,314,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLE,"Cleveland, OH",OH,Ohio,0,314,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLT,"Charlotte, NC",NC,North Carolina,0,361,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLT,"Charlotte, NC",NC,North Carolina,0,361,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CLT,"Charlotte, NC",NC,North Carolina,0,361,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CMH,"Columbus, OH",OH,Ohio,0,337,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CMH,"Columbus, OH",OH,Ohio,0,337,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CVG,"Cincinnati, OH",KY,Kentucky,0,430,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CVG,"Cincinnati, OH",KY,Kentucky,0,430,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,CVG,"Cincinnati, OH",KY,Kentucky,0,430,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DAL,"Dallas, TX",TX,Texas,0,1209,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DAL,"Dallas, TX",TX,Texas,0,1209,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DAL,"Dallas, TX",TX,Texas,0,1209,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DAL,"Dallas, TX",TX,Texas,0,1209,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DAL,"Dallas, TX",TX,Texas,0,1209,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DEN,"Denver, CO",CO,Colorado,0,1491,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DEN,"Denver, CO",CO,Colorado,0,1491,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DEN,"Denver, CO",CO,Colorado,0,1491,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DEN,"Denver, CO",CO,Colorado,0,1491,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DEN,"Denver, CO",CO,Colorado,0,1491,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DTW,"Detroit, MI",MI,Michigan,0,409,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DTW,"Detroit, MI",MI,Michigan,0,409,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,DTW,"Detroit, MI",MI,Michigan,0,409,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,FLL,"Fort Lauderdale, FL",FL,Florida,0,925,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,GRR,"Grand Rapids, MI",MI,Michigan,0,528,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,GSP,"Greer, SC",SC,South Carolina,0,426,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,HOU,"Houston, TX",TX,Texas,0,1246,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,HOU,"Houston, TX",TX,Texas,0,1246,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,HOU,"Houston, TX",TX,Texas,0,1246,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,IND,"Indianapolis, IN",IN,Indiana,0,516,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,IND,"Indianapolis, IN",IN,Indiana,0,516,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,IND,"Indianapolis, IN",IN,Indiana,0,516,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ISP,"Islip, NY",NY,New York,0,220,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ISP,"Islip, NY",NY,New York,0,220,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ISP,"Islip, NY",NY,New York,0,220,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ISP,"Islip, NY",NY,New York,0,220,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,JAX,"Jacksonville, FL",FL,Florida,0,663,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,JAX,"Jacksonville, FL",FL,Florida,0,663,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,JAX,"Jacksonville, FL",FL,Florida,0,663,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAS,"Las Vegas, NV",NV,Nevada,0,2106,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAS,"Las Vegas, NV",NV,Nevada,0,2106,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAS,"Las Vegas, NV",NV,Nevada,0,2106,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAS,"Las Vegas, NV",NV,Nevada,0,2106,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAX,"Los Angeles, CA",CA,California,0,2329,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAX,"Los Angeles, CA",CA,California,0,2329,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,LAX,"Los Angeles, CA",CA,California,0,2329,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCI,"Kansas City, MO",MO,Missouri,0,967,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCI,"Kansas City, MO",MO,Missouri,0,967,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MCO,"Orlando, FL",FL,Florida,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MDW,"Chicago, IL",IL,Illinois,0,611,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MEM,"Memphis, TN",TN,Tennessee,0,787,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MHT,"Manchester, NH",NH,New Hampshire,0,377,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MHT,"Manchester, NH",NH,New Hampshire,0,377,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MHT,"Manchester, NH",NH,New Hampshire,0,377,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MHT,"Manchester, NH",NH,New Hampshire,0,377,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MKE,"Milwaukee, WI",WI,Wisconsin,0,641,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MKE,"Milwaukee, WI",WI,Wisconsin,0,641,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MSP,"Minneapolis, MN",MN,Minnesota,0,936,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MSY,"New Orleans, LA",LA,Louisiana,0,998,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,MSY,"New Orleans, LA",LA,Louisiana,0,998,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,OAK,"Oakland, CA",CA,California,0,2447,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,OKC,"Oklahoma City, OK",OK,Oklahoma,0,1180,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ORF,"Norfolk, VA",VA,Virginia,0,159,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ORF,"Norfolk, VA",VA,Virginia,0,159,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ORF,"Norfolk, VA",VA,Virginia,0,159,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ORF,"Norfolk, VA",VA,Virginia,0,159,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,0,883,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,0,883,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,0,883,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,0,883,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,0,883,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PHX,"Phoenix, AZ",AZ,Arizona,0,1999,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PHX,"Phoenix, AZ",AZ,Arizona,0,1999,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PHX,"Phoenix, AZ",AZ,Arizona,0,1999,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PIT,"Pittsburgh, PA",PA,Pennsylvania,0,210,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PIT,"Pittsburgh, PA",PA,Pennsylvania,0,210,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PIT,"Pittsburgh, PA",PA,Pennsylvania,0,210,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PVD,"Providence, RI",RI,Rhode Island,0,327,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PVD,"Providence, RI",RI,Rhode Island,0,327,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PVD,"Providence, RI",RI,Rhode Island,0,327,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PVD,"Providence, RI",RI,Rhode Island,0,327,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PVD,"Providence, RI",RI,Rhode Island,0,327,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PWM,"Portland, ME",ME,Maine,0,452,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PWM,"Portland, ME",ME,Maine,0,452,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,PWM,"Portland, ME",ME,Maine,0,452,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RDU,"Raleigh/Durham, NC",NC,North Carolina,0,255,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RDU,"Raleigh/Durham, NC",NC,North Carolina,0,255,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RDU,"Raleigh/Durham, NC",NC,North Carolina,0,255,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RDU,"Raleigh/Durham, NC",NC,North Carolina,0,255,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RDU,"Raleigh/Durham, NC",NC,North Carolina,0,255,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ROC,"Rochester, NY",NY,New York,0,277,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ROC,"Rochester, NY",NY,New York,0,277,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ROC,"Rochester, NY",NY,New York,0,277,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RSW,"Fort Myers, FL",FL,Florida,0,919,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RSW,"Fort Myers, FL",FL,Florida,0,919,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RSW,"Fort Myers, FL",FL,Florida,0,919,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RSW,"Fort Myers, FL",FL,Florida,0,919,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,RSW,"Fort Myers, FL",FL,Florida,0,919,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SAN,"San Diego, CA",CA,California,0,2295,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SAN,"San Diego, CA",CA,California,0,2295,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SAT,"San Antonio, TX",TX,Texas,0,1407,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SAT,"San Antonio, TX",TX,Texas,0,1407,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SDF,"Louisville, KY",KY,Kentucky,0,495,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SDF,"Louisville, KY",KY,Kentucky,0,495,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SJU,"San Juan, PR",PR,Puerto Rico,0,1565,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SJU,"San Juan, PR",PR,Puerto Rico,0,1565,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,SLC,"Salt Lake City, UT",UT,Utah,0,1865,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,STL,"St. Louis, MO",MO,Missouri,0,738,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,STL,"St. Louis, MO",MO,Missouri,0,738,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,5,1/31/2020,WN,BWI,"Baltimore, MD",MD,Maryland,TPA,"Tampa, FL",FL,Florida,0,842,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ABQ,"Albuquerque, NM",NM,New Mexico,0,1670,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ALB,"Albany, NY",NY,New York,0,289,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,ATL,"Atlanta, GA",GA,Georgia,0,577,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,AUS,"Austin, TX",TX,Texas,0,1342,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BDL,"Hartford, CT",CT,Connecticut,0,283,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BHM,"Birmingham, AL",AL,Alabama,0,682,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BNA,"Nashville, TN",TN,Tennessee,0,587,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,0,369,1
1,1,2,1/7/2020,WN,BWI,"Baltimore, MD",MD,Maryland,BOS,"Boston, MA",MA,Massachusetts,1,369,1
